,Date,Low,High,Close,Open
4040,2015-11-20,208.86,210.12,209.31,209.45
4039,2015-11-19,208.2,209.05,208.55,208.59
4038,2015-11-18,205.99,208.9,208.73,206.04
4037,2015-11-17,204.88,207.04,205.47,205.99
4036,2015-11-16,202.18,205.69,205.62,202.32
4035,2015-11-13,202.44,204.67,202.54,204.35
4034,2015-11-12,204.82,207.06,204.84,206.5
4033,2015-11-11,207.66,208.94,207.74,208.88
4032,2015-11-10,207.19,208.6,208.56,207.51
4031,2015-11-09,206.95,209.49,208.08,209.31
4030,2015-11-06,208.46,210.32,210.04,209.74
4029,2015-11-05,209.09,210.98,210.15,210.43
4028,2015-11-04,209.72,211.5,210.38,211.35
4027,2015-11-03,209.7,211.66,211.0,209.97
4026,2015-11-02,208.17,210.62,210.39,208.32
4025,2015-10-30,207.74,209.44,207.93,209.06
4024,2015-10-29,208.21,209.27,208.89,208.35
4023,2015-10-28,206.21,208.98,208.94,207.0
4022,2015-10-27,205.79,207.0,206.57,206.2
4021,2015-10-26,206.56,207.37,206.99,207.3
4020,2015-10-23,206.3,207.95,207.52,207.25
4019,2015-10-22,201.85,205.51,205.21,202.98
4018,2015-10-21,201.65,203.79,201.85,203.61
4017,2015-10-20,202.55,203.84,203.11,202.85
4016,2015-10-19,202.13,203.37,203.37,202.5
4015,2015-10-16,201.92,203.29,203.27,202.83
4014,2015-10-15,199.64,202.36,202.35,200.08
4013,2015-10-14,198.94,200.87,199.29,200.18
4012,2015-10-13,200.05,202.16,200.25,200.65
4011,2015-10-12,200.91,201.76,201.52,201.42
4010,2015-10-09,200.58,201.9,201.33,201.38
4009,2015-10-08,198.59,201.55,201.21,198.95
4008,2015-10-07,197.48,199.83,199.41,198.9
4007,2015-10-06,197.0,198.98,197.79,198.31
4006,2015-10-05,196.33,198.74,198.47,196.46
4005,2015-10-02,189.12,195.03,195.0,189.77
4004,2015-10-01,189.82,192.49,192.13,192.08
4003,2015-09-30,189.44,191.83,191.59,190.37
4002,2015-09-29,186.93,189.74,188.08,188.27
4001,2015-09-28,187.64,191.91,187.91,191.78
4000,2015-09-25,191.81,195.0,192.87,194.64
3999,2015-09-24,190.56,193.45,192.93,192.15
3998,2015-09-23,192.91,194.67,193.6,194.11
3997,2015-09-22,192.56,194.46,193.9,193.88
3996,2015-09-21,195.21,197.68,196.44,196.44
3995,2015-09-18,194.96,198.68,195.36,195.71
3994,2015-09-17,199.28,202.89,199.7,200.02
3993,2015-09-16,198.41,200.41,200.14,198.82
3992,2015-09-15,195.96,198.99,198.45,196.61
3991,2015-09-14,195.43,197.01,195.98,196.95
3990,2015-09-11,194.53,196.82,196.74,195.38
3989,2015-09-10,194.25,197.22,195.85,194.56
3988,2015-09-09,194.35,199.47,194.76,199.32
3987,2015-09-08,195.17,197.61,197.46,195.94
3986,2015-09-04,191.61,193.86,192.59,192.85
3985,2015-09-03,194.96,198.05,195.65,196.26
3984,2015-09-02,192.42,195.46,195.41,194.62
3983,2015-09-01,190.73,194.77,191.77,193.12
3982,2015-08-31,197.01,199.13,197.54,198.11
3981,2015-08-28,197.92,199.84,199.24,198.5
3980,2015-08-27,195.21,199.42,199.16,197.02
3979,2015-08-26,188.37,194.79,194.68,192.08
3978,2015-08-25,186.92,195.45,187.23,195.43
3977,2015-08-24,182.4,197.48,189.5,187.49
3976,2015-08-21,197.52,203.94,197.63,201.73
3975,2015-08-20,203.9,208.29,204.01,206.51
3974,2015-08-19,207.35,210.01,208.28,209.09
3973,2015-08-18,209.7,210.68,209.93,210.26
3972,2015-08-17,208.16,210.59,210.56,208.71
3971,2015-08-14,208.26,209.51,209.36,208.43
3970,2015-08-13,208.01,209.55,208.7,208.73
3969,2015-08-12,205.36,209.14,208.92,207.11
3968,2015-08-11,207.76,209.47,208.66,208.97
3967,2015-08-10,209.28,210.67,210.63,209.28
3966,2015-08-07,206.87,208.34,207.92,208.16
3965,2015-08-06,207.65,210.42,208.35,210.29
3964,2015-08-05,209.73,211.31,210.1,210.45
3963,2015-08-04,208.8,210.25,209.32,209.7
3962,2015-08-03,208.65,210.53,209.73,210.46
3961,2015-07-31,210.16,211.45,210.45,211.42
3960,2015-07-30,209.42,211.02,210.82,210.16
3959,2015-07-29,209.31,211.04,210.77,209.48
3958,2015-07-28,206.8,209.5,209.31,207.79
3957,2015-07-27,206.26,208.0,206.74,208.0
3956,2015-07-24,207.6,210.37,207.94,210.3
3955,2015-07-23,209.75,211.65,210.14,211.53
3954,2015-07-22,210.89,211.77,211.29,210.93
3953,2015-07-21,211.39,212.74,211.76,212.43
3952,2015-07-20,212.21,213.18,212.62,212.75
3951,2015-07-17,211.8,212.55,212.47,212.29
3950,2015-07-16,211.58,212.3,212.27,211.87
3949,2015-07-15,210.04,211.28,210.63,210.73
3948,2015-07-14,209.65,211.05,210.72,209.72
3947,2015-07-13,208.94,209.9,209.76,208.99
3946,2015-07-10,204.95,207.98,207.48,207.29
3945,2015-07-09,204.77,207.35,204.8,207.04
3944,2015-07-08,204.25,206.76,204.53,206.42
3943,2015-07-07,204.11,208.17,208.01,206.96
3942,2015-07-06,205.53,207.65,206.67,205.77
3941,2015-07-02,206.81,208.27,207.32,208.07
3940,2015-07-01,206.56,208.03,207.57,207.73
3939,2015-06-30,205.28,207.32,205.89,207.26
3938,2015-06-29,205.33,209.83,205.47,208.05
3937,2015-06-26,209.16,210.58,209.9,210.29
3936,2015-06-25,209.77,211.25,209.83,211.1
3935,2015-06-24,210.47,212.17,210.51,211.72
3934,2015-06-23,211.57,212.44,212.05,212.14
3933,2015-06-22,211.64,212.59,211.89,211.91
3932,2015-06-19,210.36,211.55,210.81,211.46
3931,2015-06-18,210.63,213.34,212.71,211.31
3930,2015-06-17,209.36,211.32,210.59,210.59
3929,2015-06-16,208.72,210.35,210.25,208.93
3928,2015-06-15,207.79,209.45,209.1,208.64
3927,2015-06-12,209.68,211.48,209.93,210.64
3926,2015-06-11,211.2,212.09,211.65,211.48
3925,2015-06-10,209.3,211.41,210.96,209.37
3924,2015-06-09,207.69,209.1,208.45,208.45
3923,2015-06-08,208.39,209.82,208.42,209.64
3922,2015-06-05,208.98,210.58,209.77,209.95
3921,2015-06-04,209.75,211.86,210.13,211.07
3920,2015-06-03,211.33,212.67,211.92,212.0
3919,2015-06-02,210.27,212.19,211.36,211.02
3918,2015-06-01,210.62,212.34,211.57,211.94
3917,2015-05-29,210.82,212.43,211.14,212.38
3916,2015-05-28,211.63,212.59,212.46,212.33
3915,2015-05-27,210.76,212.98,212.7,211.25
3914,2015-05-26,210.2,212.91,210.7,212.4
3913,2015-05-22,212.91,213.54,212.99,213.04
3912,2015-05-21,212.51,213.75,213.5,212.71
3911,2015-05-20,212.5,213.78,212.88,213.15
3910,2015-05-19,212.69,213.57,213.03,213.24
3909,2015-05-18,212.16,213.4,213.1,212.24
3908,2015-05-15,211.86,212.61,212.44,212.44
3907,2015-05-14,210.91,212.32,212.21,211.24
3906,2015-05-13,209.74,211.22,210.02,210.47
3905,2015-05-12,208.62,210.63,209.98,209.61
3904,2015-05-11,210.52,211.89,210.61,211.57
3903,2015-05-08,210.78,211.86,211.62,210.88
3902,2015-05-07,207.52,209.38,208.87,207.92
3901,2015-05-06,206.76,209.93,208.04,209.56
3900,2015-05-05,208.73,211.46,208.9,211.03
3899,2015-05-04,211.1,212.02,211.32,211.23
3898,2015-05-01,209.28,210.77,210.72,209.4
3897,2015-04-30,207.62,210.35,208.46,209.88
3896,2015-04-29,209.6,211.44,210.57,211.44
3895,2015-04-28,209.33,211.5,211.44,210.74
3894,2015-04-27,210.54,212.48,210.77,212.33
3893,2015-04-24,211.11,211.97,211.65,211.66
3892,2015-04-23,210.01,211.94,211.16,210.15
3891,2015-04-22,208.9,210.85,210.63,210.01
3890,2015-04-21,209.24,210.86,209.6,210.67
3889,2015-04-20,208.96,210.25,209.85,209.06
3888,2015-04-17,207.01,209.23,207.95,208.94
3887,2015-04-16,209.79,210.98,210.37,210.03
3886,2015-04-15,209.95,211.04,210.43,210.05
3885,2015-04-14,208.1,209.71,209.49,208.85
3884,2015-04-13,209.03,210.63,209.09,209.87
3883,2015-04-10,208.96,210.09,210.04,209.2
3882,2015-04-09,207.19,209.18,208.9,207.78
3881,2015-04-08,207.08,208.51,207.98,207.55
3880,2015-04-07,207.24,208.76,207.28,207.86
3879,2015-04-06,205.21,208.45,207.83,206.44
3878,2015-04-02,205.4,206.98,206.44,205.62
3877,2015-04-01,204.51,206.43,205.7,206.43
3876,2015-03-31,206.36,208.1,206.43,207.26
3875,2015-03-30,206.96,208.61,208.25,206.98
3874,2015-03-27,204.9,205.95,205.74,205.13
3873,2015-03-26,204.12,206.37,205.27,204.96
3872,2015-03-25,205.71,209.35,205.76,209.07
3871,2015-03-24,208.74,210.4,208.82,209.85
3870,2015-03-23,210.0,211.11,210.0,210.42
3869,2015-03-20,209.49,211.02,210.41,209.71
3868,2015-03-19,209.03,210.47,209.5,209.96
3867,2015-03-18,206.62,211.27,210.46,207.39
3866,2015-03-17,206.98,208.42,207.96,207.69
3865,2015-03-16,205.86,208.69,208.58,206.71
3864,2015-03-13,204.58,207.93,205.83,206.77
3863,2015-03-12,205.2,207.18,207.1,205.26
3862,2015-03-11,204.4,205.5,204.5,205.29
3861,2015-03-10,204.93,206.81,204.98,206.71
3860,2015-03-09,207.55,208.79,208.36,207.74
3859,2015-03-06,207.1,210.46,207.5,210.46
3858,2015-03-05,209.85,210.8,210.46,210.62
3857,2015-03-04,209.06,210.49,210.23,210.4
3856,2015-03-03,210.08,212.05,211.12,211.47
3855,2015-03-02,210.72,212.06,211.99,210.78
3854,2015-02-27,210.6,211.58,210.66,211.26
3853,2015-02-26,210.65,211.71,211.38,211.52
3852,2015-02-25,211.22,212.24,211.63,211.66
3851,2015-02-24,210.76,212.05,211.81,211.12
3850,2015-02-23,210.48,211.21,211.21,210.94
3849,2015-02-20,208.73,211.33,211.24,209.48
3848,2015-02-19,209.24,210.42,209.98,209.41
3847,2015-02-18,209.34,210.22,210.13,209.66
3846,2015-02-17,209.1,210.32,210.11,209.4
3845,2015-02-13,208.76,209.84,209.78,209.07
3844,2015-02-12,206.97,208.99,208.92,207.89
3843,2015-02-11,205.83,207.45,206.93,206.61
3842,2015-02-10,204.68,207.12,206.81,205.88
3841,2015-02-09,204.14,205.64,204.63,204.77
3840,2015-02-06,204.92,207.24,205.55,206.56
3839,2015-02-05,204.77,206.3,206.12,204.86
3838,2015-02-04,203.51,205.38,204.06,203.92
3837,2015-02-03,202.55,204.85,204.84,203.0
3836,2015-02-02,197.86,202.03,201.92,200.05
3835,2015-01-30,199.13,202.17,199.45,200.57
3834,2015-01-29,198.68,202.3,201.99,200.38
3833,2015-01-28,199.91,204.29,200.14,204.17
3832,2015-01-27,201.74,204.12,202.74,202.97
3831,2015-01-26,203.85,205.56,205.45,204.71
3830,2015-01-23,204.81,206.1,204.97,205.79
3829,2015-01-22,202.33,206.26,206.1,203.99
3828,2015-01-21,200.94,203.66,203.08,201.5
3827,2015-01-20,200.17,202.72,202.06,202.4
3826,2015-01-16,198.55,201.82,201.63,198.77
3825,2015-01-15,198.88,202.01,199.02,201.63
3824,2015-01-14,198.57,201.1,200.86,199.65
3823,2015-01-13,200.51,205.48,202.08,204.12
3822,2015-01-12,201.92,204.6,202.65,204.41
3821,2015-01-09,203.51,206.42,204.25,206.4
3820,2015-01-08,203.99,206.16,205.9,204.01
3819,2015-01-07,200.88,202.72,202.31,201.42
3818,2015-01-06,198.86,202.72,199.82,202.09
3817,2015-01-05,201.35,204.37,201.72,204.17
3816,2015-01-02,204.18,206.88,205.43,206.38
3815,2014-12-31,205.39,208.19,205.54,207.99
3814,2014-12-30,207.51,208.37,207.6,208.21
3813,2014-12-29,208.14,208.97,208.72,208.22
3812,2014-12-26,208.25,208.85,208.44,208.31
3811,2014-12-24,207.72,208.34,207.77,208.02
3810,2014-12-23,207.4,208.23,207.75,208.17
3809,2014-12-22,206.46,207.47,207.47,206.75
3808,2014-12-19,205.61,207.33,206.52,206.43
3807,2014-12-18,203.92,212.97,206.78,204.74
3806,2014-12-17,198.29,202.34,201.79,198.44
3805,2014-12-16,197.86,202.4,197.91,198.58
3804,2014-12-15,198.78,202.53,199.51,201.98
3803,2014-12-12,200.85,203.82,200.89,202.64
3802,2014-12-11,203.71,206.19,204.19,203.88
3801,2014-12-10,202.93,205.98,203.16,205.91
3800,2014-12-09,203.91,206.6,206.47,204.37
3799,2014-12-08,205.93,208.12,206.61,207.52
3798,2014-12-05,207.55,208.47,208.0,207.87
3797,2014-12-04,206.7,208.27,207.66,207.54
3796,2014-12-03,207.1,208.15,207.89,207.3
3795,2014-12-02,205.78,207.34,207.09,205.81
3794,2014-12-01,205.38,206.54,205.76,206.4
3793,2014-11-28,206.91,207.87,207.2,207.49
3792,2014-11-26,207.03,207.76,207.64,207.29
3791,2014-11-25,206.8,207.79,207.11,207.54
3790,2014-11-24,206.91,207.39,207.26,207.17
3789,2014-11-21,205.98,207.84,206.68,207.64
3788,2014-11-20,204.18,205.71,205.58,204.26
3787,2014-11-19,204.3,205.55,205.22,205.31
3786,2014-11-18,204.44,205.92,205.55,204.44
3785,2014-11-17,203.65,204.58,204.37,203.85
3784,2014-11-14,203.72,204.49,204.24,204.1
3783,2014-11-13,203.21,204.83,204.19,204.16
3782,2014-11-12,203.31,204.24,203.96,203.35
3781,2014-11-11,203.65,204.31,204.18,204.06
3780,2014-11-10,203.13,204.04,203.98,203.38
3779,2014-11-07,202.61,203.6,203.34,203.17
3778,2014-11-06,201.64,203.26,203.15,202.39
3777,2014-11-05,201.45,202.59,202.34,202.54
3776,2014-11-04,200.06,201.6,201.07,201.23
3775,2014-11-03,201.31,202.45,201.77,201.92
3774,2014-10-31,200.77,201.82,201.66,201.78
3773,2014-10-30,197.4,199.95,199.38,197.58
3772,2014-10-29,196.8,199.12,198.11,198.55
3771,2014-10-28,196.73,198.42,198.41,196.82
3770,2014-10-27,195.03,196.45,196.16,195.73
3769,2014-10-24,194.49,196.49,196.43,195.25
3768,2014-10-23,194.26,196.2,194.93,194.62
3767,2014-10-22,192.61,194.91,192.69,194.41
3766,2014-10-21,191.48,194.2,194.07,191.68
3765,2014-10-20,188.07,190.45,190.3,188.13
3764,2014-10-17,187.62,189.75,188.47,188.42
3763,2014-10-16,182.89,187.58,186.27,183.06
3762,2014-10-15,181.92,187.69,186.43,185.16
3761,2014-10-14,187.04,189.82,187.7,188.42
3760,2014-10-13,187.3,191.15,187.41,190.46
3759,2014-10-10,190.49,193.65,190.54,192.69
3758,2014-10-09,192.58,196.6,192.74,196.33
3757,2014-10-08,192.36,196.92,196.64,193.37
3756,2014-10-07,193.22,195.72,193.26,195.28
3755,2014-10-06,195.58,197.6,196.29,197.34
3754,2014-10-03,195.08,196.94,196.52,195.68
3753,2014-10-02,192.35,195.06,194.38,194.18
3752,2014-10-01,193.91,196.77,194.35,196.7
3751,2014-09-30,196.61,198.3,197.02,197.69
3750,2014-09-29,196.05,197.89,197.54,196.2
3749,2014-09-26,196.42,198.39,197.9,196.7
3748,2014-09-25,196.27,199.05,196.34,199.04
3747,2014-09-24,197.52,199.69,199.56,198.04
3746,2014-09-23,197.95,199.26,198.01,198.43
3745,2014-09-22,198.73,200.38,199.15,200.35
3744,2014-09-19,200.29,201.9,200.7,201.52
3743,2014-09-18,201.1,201.85,201.82,201.36
3742,2014-09-17,199.75,201.68,200.75,200.77
3741,2014-09-16,198.5,200.84,200.48,198.61
3740,2014-09-15,198.38,199.32,198.98,199.16
3739,2014-09-12,198.56,200.12,199.13,200.1
3738,2014-09-11,199.12,200.33,200.3,199.27
3737,2014-09-10,198.77,200.2,200.07,199.43
3736,2014-09-09,198.91,200.55,199.32,200.41
3735,2014-09-08,200.0,201.21,200.59,200.92
3734,2014-09-05,199.41,201.19,201.11,200.17
3733,2014-09-04,199.66,201.58,200.21,200.84
3732,2014-09-03,200.22,201.41,200.5,201.38
3731,2014-09-02,199.86,201.0,200.61,200.97
3730,2014-08-29,199.82,200.73,200.71,200.45
3729,2014-08-28,199.39,200.27,200.14,199.59
3728,2014-08-27,199.94,200.57,200.25,200.43
3727,2014-08-26,200.28,200.82,200.33,200.33
3726,2014-08-25,199.15,200.59,200.2,200.14
3725,2014-08-22,198.74,199.69,199.19,199.34
3724,2014-08-21,198.93,199.76,199.5,199.09
3723,2014-08-20,198.08,199.16,198.92,198.12
3722,2014-08-19,197.44,198.54,198.39,197.84
3721,2014-08-18,196.69,197.45,197.36,196.8
3720,2014-08-15,194.31,196.65,195.72,196.47
3719,2014-08-14,194.98,195.76,195.76,195.16
3718,2014-08-13,193.96,195.06,194.84,194.29
3717,2014-08-12,192.94,194.15,193.53,193.61
3716,2014-08-11,193.71,194.66,193.8,193.97
3715,2014-08-08,190.95,193.37,193.24,191.46
3714,2014-08-07,190.55,193.13,191.03,192.94
3713,2014-08-06,191.08,192.89,192.07,191.11
3712,2014-08-05,191.31,193.6,192.01,193.1
3711,2014-08-04,192.05,194.3,193.89,192.87
3710,2014-08-01,191.57,193.76,192.5,192.56
3709,2014-07-31,192.97,195.78,193.09,195.61
3708,2014-07-30,196.16,197.91,196.98,197.65
3707,2014-07-29,196.92,198.45,196.95,198.17
3706,2014-07-28,196.62,198.09,197.8,197.76
3705,2014-07-25,197.33,198.26,197.72,198.09
3704,2014-07-24,198.45,199.06,198.65,198.83
3703,2014-07-23,198.1,198.85,198.64,198.5
3702,2014-07-22,197.87,198.56,198.2,198.01
3701,2014-07-21,196.43,197.5,197.34,197.09
3700,2014-07-18,196.24,197.91,197.71,196.35
3699,2014-07-17,195.43,198.1,195.71,197.35
3698,2014-07-16,197.42,198.26,197.96,198.11
3697,2014-07-15,196.36,198.1,197.23,197.72
3696,2014-07-14,197.44,197.86,197.6,197.61
3695,2014-07-11,195.78,196.75,196.61,196.22
3694,2014-07-10,195.06,196.86,196.34,195.22
3693,2014-07-09,196.31,197.3,197.12,196.73
3692,2014-07-08,195.76,197.22,196.24,197.15
3691,2014-07-07,197.22,197.98,197.51,197.82
3690,2014-07-03,197.64,198.29,198.2,197.79
3689,2014-07-02,196.96,197.48,197.23,197.05
3688,2014-07-01,196.13,197.63,197.03,196.2
3687,2014-06-30,195.53,196.17,195.72,195.7
3686,2014-06-27,194.89,195.88,195.82,194.98
3685,2014-06-26,194.13,195.63,195.44,195.61
3684,2014-06-25,194.25,195.78,195.58,194.29
3683,2014-06-24,194.48,196.5,194.7,195.53
3682,2014-06-23,195.52,196.05,195.88,195.99
3681,2014-06-20,195.7,196.1,195.94,196.03
3680,2014-06-19,195.8,196.6,196.48,196.43
3679,2014-06-18,194.4,196.37,196.26,194.83
3678,2014-06-17,193.81,194.97,194.83,194.02
3677,2014-06-16,193.66,194.7,194.29,193.89
3676,2014-06-13,193.3,194.32,194.13,193.92
3675,2014-06-12,193.11,194.8,193.54,194.69
3674,2014-06-11,194.48,195.12,194.92,194.9
3673,2014-06-10,194.92,195.64,195.6,195.34
3672,2014-06-09,195.17,196.05,195.58,195.35
3671,2014-06-06,194.78,195.43,195.38,194.87
3670,2014-06-05,192.7,194.65,194.45,193.41
3669,2014-06-04,192.27,193.3,193.19,192.47
3668,2014-06-03,192.25,192.9,192.8,192.43
3667,2014-06-02,191.97,192.99,192.9,192.95
3666,2014-05-30,192.03,192.8,192.68,192.19
3665,2014-05-29,191.33,192.4,192.37,191.82
3664,2014-05-28,191.06,191.82,191.38,191.52
3663,2014-05-27,190.95,191.58,191.52,191.06
3662,2014-05-23,189.59,190.48,190.35,189.76
3661,2014-05-22,188.86,189.98,189.59,189.18
3660,2014-05-21,188.06,189.22,189.13,188.09
3659,2014-05-20,187.07,188.67,187.55,188.65
3658,2014-05-19,187.52,188.89,188.74,187.69
3657,2014-05-16,186.72,188.13,188.05,187.51
3656,2014-05-15,186.48,188.72,187.4,188.68
3655,2014-05-14,188.79,189.88,189.06,189.79
3654,2014-05-13,189.77,190.42,189.96,190.04
3653,2014-05-12,188.0,189.88,189.79,188.8
3652,2014-05-09,186.83,188.04,187.96,187.71
3651,2014-05-08,187.08,189.05,187.68,187.71
3650,2014-05-07,186.01,187.97,187.88,187.41
3649,2014-05-06,186.74,188.13,186.78,188.0
3648,2014-05-05,186.62,188.55,188.42,187.14
3647,2014-05-02,187.78,189.14,188.06,188.31
3646,2014-05-01,187.73,188.84,188.33,188.22
3645,2014-04-30,187.18,188.5,188.31,187.44
3644,2014-04-29,187.08,188.04,187.75,187.48
3643,2014-04-28,184.96,187.69,186.88,187.05
3642,2014-04-25,185.87,187.33,186.29,187.22
3641,2014-04-24,186.93,188.39,187.83,188.37
3640,2014-04-23,187.3,187.92,187.45,187.82
3639,2014-04-22,187.13,188.4,187.89,187.23
3638,2014-04-21,186.21,187.1,187.04,186.44
3637,2014-04-17,185.56,186.91,186.39,185.88
3636,2014-04-16,184.65,186.14,186.13,185.47
3635,2014-04-15,181.51,184.33,184.2,183.32
3634,2014-04-14,181.44,183.37,182.94,182.93
3633,2014-04-11,181.31,183.42,181.51,182.14
3632,2014-04-10,182.93,187.17,183.16,187.08
3631,2014-04-09,185.06,187.15,187.09,185.6
3630,2014-04-08,183.59,185.4,185.1,184.26
3629,2014-04-07,183.96,186.26,184.34,185.95
3628,2014-04-04,186.1,189.7,186.4,189.66
3627,2014-04-03,188.05,189.22,188.63,189.17
3626,2014-04-02,188.14,189.13,188.88,188.49
3625,2014-04-01,187.0,188.36,188.25,187.62
3624,2014-03-31,185.52,187.3,187.01,186.67
3623,2014-03-28,185.0,186.42,185.49,185.11
3622,2014-03-27,183.9,185.34,184.58,184.75
3621,2014-03-26,184.92,187.34,184.97,187.04
3620,2014-03-25,185.27,186.94,186.31,186.37
3619,2014-03-24,184.62,187.07,185.43,186.84
3618,2014-03-21,186.03,189.02,186.2,187.71
3617,2014-03-20,185.92,187.89,187.75,186.25
3616,2014-03-19,185.47,187.94,186.66,187.68
3615,2014-03-18,186.51,187.91,187.66,186.71
3614,2014-03-17,185.51,186.77,186.33,185.59
3613,2014-03-14,184.44,185.8,184.66,184.85
3612,2014-03-13,184.66,187.99,185.18,187.84
3611,2014-03-12,185.9,187.35,187.28,186.32
3610,2014-03-11,186.8,188.71,187.23,188.44
3609,2014-03-10,187.08,188.23,188.16,187.97
3608,2014-03-07,187.43,188.96,188.26,188.96
3607,2014-03-06,187.78,188.61,188.18,188.21
3606,2014-03-05,187.45,188.07,187.75,187.74
3605,2014-03-04,186.75,187.98,187.58,186.79
3604,2014-03-03,183.75,185.45,184.98,184.65
3603,2014-02-28,185.05,187.15,186.29,185.79
3602,2014-02-27,184.37,185.87,185.82,184.58
3601,2014-02-26,184.33,185.6,184.85,185.11
3600,2014-02-25,184.23,185.59,184.84,185.06
3599,2014-02-24,184.2,186.15,184.91,184.28
3598,2014-02-21,183.8,184.89,183.89,184.45
3597,2014-02-20,182.6,184.52,184.1,183.27
3596,2014-02-19,182.87,184.95,183.02,183.76
3595,2014-02-18,183.65,184.49,184.24,184.18
3594,2014-02-14,182.67,184.36,184.02,182.84
3593,2014-02-13,180.83,183.2,183.01,180.84
3592,2014-02-12,181.71,182.83,182.07,182.25
3591,2014-02-11,180.04,182.44,181.98,180.16
3590,2014-02-10,179.21,180.07,180.01,179.7
3589,2014-02-07,177.73,179.87,179.68,178.31
3588,2014-02-06,175.22,177.48,177.48,175.58
3587,2014-02-05,173.71,175.56,175.17,174.78
3586,2014-02-04,174.11,175.84,175.39,174.95
3585,2014-02-03,173.83,178.37,174.17,177.97
3584,2014-01-31,176.92,179.29,178.18,177.01
3583,2014-01-30,178.26,179.81,179.23,178.83
3582,2014-01-29,176.88,178.55,177.35,177.58
3581,2014-01-28,178.12,179.3,179.07,178.14
3580,2014-01-27,177.12,179.52,178.01,179.06
3579,2014-01-24,178.83,181.66,178.89,181.6
3578,2014-01-23,181.82,183.4,182.79,183.37
3577,2014-01-22,183.91,184.57,184.3,184.49
3576,2014-01-21,183.05,184.77,184.18,184.7
3575,2014-01-17,183.32,184.45,183.64,184.1
3574,2014-01-16,183.83,184.66,184.42,184.28
3573,2014-01-15,183.71,184.94,184.66,184.1
3572,2014-01-14,181.95,183.77,183.67,182.29
3571,2014-01-13,181.34,184.18,181.69,183.67
3570,2014-01-10,183.01,184.22,184.14,183.95
3569,2014-01-09,182.8,184.13,183.64,184.11
3568,2014-01-08,182.89,183.83,183.52,183.45
3567,2014-01-07,182.95,183.79,183.48,183.09
3566,2014-01-06,182.08,183.56,182.36,183.49
3565,2014-01-03,182.63,183.6,182.89,183.23
3564,2014-01-02,182.48,184.07,182.92,183.98
3563,2013-12-31,183.93,184.69,184.69,184.07
3562,2013-12-30,183.58,184.02,183.82,183.87
3561,2013-12-27,183.66,184.18,183.85,184.1
3560,2013-12-26,183.32,183.96,183.86,183.34
3559,2013-12-24,182.53,183.01,182.93,182.54
3558,2013-12-23,182.07,182.64,182.53,182.45
3557,2013-12-20,180.57,181.99,181.56,180.69
3556,2013-12-19,180.71,181.7,181.49,181.18
3555,2013-12-18,177.32,181.73,181.7,178.92
3554,2013-12-17,178.25,179.41,178.65,179.38
3553,2013-12-16,178.9,179.81,179.22,178.95
3552,2013-12-13,177.77,178.66,178.11,178.5
3551,2013-12-12,177.76,178.86,178.13,178.64
3550,2013-12-11,178.5,180.85,178.72,180.82
3549,2013-12-10,180.64,181.36,180.75,180.98
3548,2013-12-09,181.16,181.67,181.4,181.47
3547,2013-12-06,180.15,181.11,180.94,180.67
3546,2013-12-05,178.77,179.74,178.94,179.41
3545,2013-12-04,178.35,180.48,179.73,179.1
3544,2013-12-03,179.17,180.39,179.75,179.94
3543,2013-12-02,180.25,181.43,180.53,181.09
3542,2013-11-29,180.8,181.75,181.0,181.32
3541,2013-11-27,180.65,181.24,181.12,180.87
3540,2013-11-26,180.41,181.22,180.68,180.72
3539,2013-11-25,180.37,181.17,180.63,181.13
3538,2013-11-22,179.77,180.83,180.81,179.98
3537,2013-11-21,178.86,180.05,179.91,178.97
3536,2013-11-20,177.98,179.93,178.47,179.39
3535,2013-11-19,178.72,179.87,179.03,179.33
3534,2013-11-18,179.02,180.5,179.42,180.35
3533,2013-11-15,179.33,180.12,180.05,179.56
3532,2013-11-14,178.25,179.42,179.27,178.54
3531,2013-11-13,176.09,178.43,178.38,176.09
3530,2013-11-12,176.37,177.36,176.96,176.94
3529,2013-11-11,176.91,177.53,177.32,177.12
3528,2013-11-08,174.85,177.31,177.29,174.87
3527,2013-11-07,174.76,177.64,174.93,177.5
3526,2013-11-06,176.54,177.5,177.17,177.03
3525,2013-11-05,175.57,176.75,176.27,176.14
3524,2013-11-04,175.98,176.9,176.83,176.69
3523,2013-11-01,175.22,176.61,176.21,176.02
3522,2013-10-31,175.53,176.89,175.79,176.15
3521,2013-10-30,175.66,177.51,176.29,177.38
3520,2013-10-29,176.38,177.24,177.17,176.63
3519,2013-10-28,175.7,176.47,176.23,175.89
3518,2013-10-25,175.17,176.0,175.95,175.51
3517,2013-10-24,174.51,175.37,175.15,174.92
3516,2013-10-23,173.96,174.89,174.57,174.81
3515,2013-10-22,174.43,175.93,175.41,174.91
3514,2013-10-21,174.01,174.75,174.4,174.45
3513,2013-10-18,173.51,174.51,174.39,173.86
3512,2013-10-17,171.34,173.32,173.22,171.37
3511,2013-10-16,170.64,172.16,172.07,170.72
3510,2013-10-15,169.47,171.15,169.7,170.51
3509,2013-10-14,169.08,171.08,170.94,169.21
3508,2013-10-11,168.77,170.32,170.26,168.91
3507,2013-10-10,167.23,169.26,169.17,167.29
3506,2013-10-09,164.53,166.2,165.6,165.8
3505,2013-10-08,165.36,167.62,165.48,167.4
3504,2013-10-07,167.25,168.45,167.43,167.42
