,Date,Low,High,Close,Open
2880,2011-04-13,130.96,132.18,131.46,132.08
2879,2011-04-12,130.99,131.98,131.47,131.72
2878,2011-04-11,132.14,133.45,132.46,133.0
2877,2011-04-08,132.31,133.99,132.86,133.91
2876,2011-04-07,132.66,133.98,133.32,133.42
2875,2011-04-06,133.12,134.0,133.66,133.88
2874,2011-04-05,132.94,133.83,133.24,133.0
2873,2011-04-04,132.88,133.67,133.26,133.43
2872,2011-04-01,132.83,133.77,133.15,133.41
2871,2011-03-31,132.45,132.96,132.59,132.6
2870,2011-03-30,132.36,133.16,132.77,132.55
2869,2011-03-29,130.44,131.9,131.86,130.87
2868,2011-03-28,130.94,131.92,130.98,131.58
2867,2011-03-25,130.89,131.87,131.3,131.24
2866,2011-03-24,129.67,131.09,130.9,130.4
2865,2011-03-23,128.32,130.0,129.66,128.93
2864,2011-03-22,129.17,129.89,129.29,129.72
2863,2011-03-21,129.2,130.01,129.74,129.35
2862,2011-03-18,127.51,128.88,127.76,128.84
2861,2011-03-17,127.1,128.39,127.85,128.0
2860,2011-03-16,125.28,128.57,126.18,128.15
2859,2011-03-15,126.5,129.33,128.56,126.59
2858,2011-03-14,129.06,130.48,130.05,129.99
2857,2011-03-11,129.49,131.31,130.84,129.52
2856,2011-03-10,129.81,131.18,129.94,131.0
2855,2011-03-09,131.6,132.8,132.39,132.32
2854,2011-03-08,131.07,133.0,132.58,131.64
2853,2011-03-07,130.74,133.16,131.43,132.86
2852,2011-03-04,131.6,133.63,132.47,133.37
2851,2011-03-03,132.39,133.62,133.47,132.4
2850,2011-03-02,130.35,131.82,131.21,130.75
2849,2011-03-01,130.89,133.69,130.93,133.57
2848,2011-02-28,132.38,133.32,133.15,132.82
2847,2011-02-25,131.4,132.41,132.33,131.48
2846,2011-02-24,129.7,131.44,130.93,130.88
2845,2011-02-23,130.21,132.07,131.02,131.75
2844,2011-02-22,131.47,134.56,131.83,133.12
2843,2011-02-18,134.06,134.69,134.53,134.37
2842,2011-02-17,133.34,134.43,134.25,133.46
2841,2011-02-16,133.19,134.01,133.85,133.46
2840,2011-02-15,132.32,133.22,133.01,133.02
2839,2011-02-14,132.88,133.54,133.43,133.03
2838,2011-02-11,131.77,133.28,133.11,131.8
2837,2011-02-10,131.3,132.47,132.32,131.6
2836,2011-02-09,131.61,132.63,132.27,132.21
2835,2011-02-08,131.73,132.64,132.57,132.09
2834,2011-02-07,131.43,132.4,131.97,131.44
2833,2011-02-04,130.23,131.2,131.15,130.83
2832,2011-02-03,129.57,130.98,130.78,130.26
2831,2011-02-02,130.33,130.84,130.49,130.4
2830,2011-02-01,129.38,130.97,130.74,129.46
2829,2011-01-31,127.75,128.78,128.68,128.07
2828,2011-01-28,127.51,130.35,127.72,130.14
2827,2011-01-27,129.47,130.21,129.99,129.7
2826,2011-01-26,129.23,130.05,129.67,129.49
2825,2011-01-25,128.11,129.28,129.17,128.76
2824,2011-01-24,128.26,129.25,129.1,128.29
2823,2011-01-21,128.23,129.17,128.37,128.88
2822,2011-01-20,127.13,128.4,128.08,127.96
2821,2011-01-19,127.91,129.54,128.25,129.41
2820,2011-01-18,129.03,129.64,129.52,129.18
2819,2011-01-14,128.1,129.33,129.3,128.19
2818,2011-01-13,128.05,128.69,128.37,128.63
2817,2011-01-12,127.46,128.72,128.58,128.21
2816,2011-01-11,126.95,127.74,127.43,127.44
2815,2011-01-10,126.2,127.16,126.98,126.58
2814,2011-01-07,126.15,127.77,127.14,127.56
2813,2011-01-06,127.01,127.83,127.39,127.69
2812,2011-01-05,126.46,127.72,127.64,126.58
2811,2011-01-04,126.19,127.37,126.98,127.33
2810,2011-01-03,125.7,127.6,127.05,126.71
2809,2010-12-31,125.33,125.87,125.75,125.53
2808,2010-12-30,125.53,126.13,125.72,125.8
2807,2010-12-29,125.9,126.2,125.92,125.98
2806,2010-12-28,125.5,125.95,125.83,125.9
2805,2010-12-27,125.04,125.77,125.65,125.13
2804,2010-12-23,125.29,125.78,125.6,125.64
2803,2010-12-22,125.41,125.82,125.78,125.48
2802,2010-12-21,124.87,125.47,125.39,124.99
2801,2010-12-20,123.98,124.9,124.6,124.64
2800,2010-12-17,123.82,124.46,124.3,124.08
2799,2010-12-16,123.75,124.91,124.82,124.18
2798,2010-12-15,123.89,124.93,124.1,124.44
2797,2010-12-14,124.29,125.23,124.67,124.75
2796,2010-12-13,124.52,125.2,124.56,125.05
2795,2010-12-10,123.73,124.6,124.48,124.14
2794,2010-12-09,123.15,124.02,123.76,123.97
2793,2010-12-08,122.41,123.38,123.28,122.98
2792,2010-12-07,122.76,124.01,122.83,123.94
2791,2010-12-06,122.5,123.04,122.76,122.63
2790,2010-12-03,122.11,123.03,122.89,122.14
2789,2010-12-02,121.13,122.65,122.56,121.2
2788,2010-12-01,120.19,121.24,121.01,120.2
2787,2010-11-30,117.81,119.17,118.49,117.98
2786,2010-11-29,117.74,119.48,119.16,118.5
2785,2010-11-26,118.8,119.81,118.8,119.16
2784,2010-11-24,119.18,120.23,120.2,119.2
2783,2010-11-23,117.99,119.02,118.45,118.77
2782,2010-11-22,118.77,120.24,120.19,119.69
2781,2010-11-19,119.25,120.34,120.29,119.9
2780,2010-11-18,119.35,120.39,119.96,119.36
2779,2010-11-17,117.86,118.71,118.22,118.21
2778,2010-11-16,117.59,119.49,118.16,119.29
2777,2010-11-15,119.98,121.05,120.03,120.58
2776,2010-11-12,119.65,121.35,120.2,120.82
2775,2010-11-11,120.68,121.82,121.64,121.05
2774,2010-11-10,120.66,122.16,122.1,121.58
2773,2010-11-09,121.12,122.95,121.61,122.82
2772,2010-11-08,121.94,122.69,122.49,122.34
2771,2010-11-05,122.18,122.92,122.72,122.34
2770,2010-11-04,119.97,122.32,122.26,121.28
2769,2010-11-03,118.45,120.02,119.95,119.68
2768,2010-11-02,119.1,119.75,119.47,119.42
2767,2010-11-01,117.85,119.75,118.53,119.07
2766,2010-10-29,118.07,118.72,118.49,118.28
2765,2010-10-28,117.83,119.11,118.4,119.06
2764,2010-10-27,117.26,118.51,118.38,117.89
2763,2010-10-26,117.87,118.84,118.72,118.1
2762,2010-10-25,118.61,119.76,118.7,119.14
2761,2010-10-22,118.0,118.53,118.35,118.31
2760,2010-10-21,117.21,119.09,118.13,118.4
2759,2010-10-20,116.87,118.44,117.87,116.94
2758,2010-10-19,116.02,117.85,116.73,117.19
2757,2010-10-18,117.31,118.67,118.28,117.74
2756,2010-10-15,116.76,118.35,117.7,118.28
2755,2010-10-14,116.72,118.01,117.46,117.81
2754,2010-10-13,117.38,118.55,117.92,117.66
2753,2010-10-12,115.65,117.35,117.01,116.27
2752,2010-10-11,116.25,116.97,116.65,116.72
2751,2010-10-08,115.61,116.86,116.54,116.05
2750,2010-10-07,115.19,116.53,115.89,116.5
2749,2010-10-06,115.56,116.33,116.03,116.02
2748,2010-10-05,114.67,116.32,116.04,114.8
2747,2010-10-04,113.18,114.85,113.75,114.37
2746,2010-10-01,113.93,115.12,114.61,114.99
2745,2010-09-30,113.59,115.79,114.13,115.05
2744,2010-09-29,114.02,114.91,114.47,114.38
2743,2010-09-28,113.18,115.04,114.67,114.42
2742,2010-09-27,114.16,114.99,114.27,114.86
2741,2010-09-24,113.65,114.9,114.82,113.75
2740,2010-09-23,112.18,113.67,112.5,112.49
2739,2010-09-22,113.1,114.44,113.42,113.8
2738,2010-09-21,113.51,114.84,113.98,114.3
2737,2010-09-20,112.52,114.46,114.21,112.88
2736,2010-09-17,112.18,113.15,112.49,113.04
2735,2010-09-16,112.35,113.12,113.05,112.73
2734,2010-09-15,111.98,113.21,113.08,112.32
2733,2010-09-14,112.08,113.29,112.65,112.5
2732,2010-09-13,112.13,112.95,112.72,112.58
2731,2010-09-10,110.87,111.61,111.48,111.12
2730,2010-09-09,110.62,111.68,110.92,111.65
2729,2010-09-08,109.81,110.85,110.41,109.86
2728,2010-09-07,109.55,110.51,109.64,110.37
2727,2010-09-03,109.95,110.99,110.89,110.54
2726,2010-09-02,108.49,109.49,109.47,108.72
2725,2010-09-01,106.66,108.61,108.46,106.73
2724,2010-08-31,104.49,105.98,105.31,104.92
2723,2010-08-30,105.3,106.91,105.31,106.58
2722,2010-08-27,104.31,106.97,106.86,105.89
2721,2010-08-26,104.88,106.58,105.23,106.44
2720,2010-08-25,104.29,106.34,105.94,104.95
2719,2010-08-24,104.97,106.39,105.53,105.95
2718,2010-08-23,107.07,108.57,107.12,108.04
2717,2010-08-20,106.75,107.94,107.53,107.56
2716,2010-08-19,107.43,109.49,107.88,109.22
2715,2010-08-18,108.91,110.38,109.79,109.54
2714,2010-08-17,108.88,110.39,109.59,109.19
2713,2010-08-16,107.18,108.61,108.26,107.57
2712,2010-08-13,108.18,108.96,108.31,108.29
2711,2010-08-12,107.6,109.02,108.63,107.65
2710,2010-08-11,109.12,110.69,109.3,110.65
2709,2010-08-10,111.37,112.98,112.38,112.03
2708,2010-08-09,112.32,113.18,112.99,112.92
2707,2010-08-06,110.92,112.57,112.39,111.74
2706,2010-08-05,112.08,112.91,112.85,112.25
2705,2010-08-04,112.16,113.11,112.97,112.53
2704,2010-08-03,111.85,112.77,112.22,112.48
2703,2010-08-02,111.54,112.94,112.76,111.99
2702,2010-07-30,108.98,110.86,110.27,109.17
2701,2010-07-29,109.41,111.82,110.29,111.52
2700,2010-07-28,110.46,111.66,110.83,111.32
2699,2010-07-27,111.11,112.29,111.55,112.17
2698,2010-07-26,110.29,111.67,111.56,110.6
2697,2010-07-23,108.93,110.57,110.41,109.24
2696,2010-07-22,108.33,109.94,109.46,108.34
2695,2010-07-21,106.63,109.07,107.07,109.04
2694,2010-07-20,105.82,108.56,108.48,105.87
2693,2010-07-19,106.22,107.63,107.29,107.05
2692,2010-07-16,106.45,109.21,106.66,109.09
2691,2010-07-15,108.17,110.06,109.68,109.61
2690,2010-07-14,108.86,110.08,109.65,109.31
2689,2010-07-13,108.93,110.09,109.66,109.15
2688,2010-07-12,107.15,108.24,108.03,107.6
2687,2010-07-09,106.93,107.97,107.96,107.13
2686,2010-07-08,105.91,107.28,107.16,107.0
2685,2010-07-07,103.02,106.24,106.11,103.13
2684,2010-07-06,101.88,104.37,102.87,103.64
2683,2010-07-02,101.62,103.42,102.2,103.11
2682,2010-07-01,101.13,103.49,102.76,103.15
2681,2010-06-30,102.88,104.88,103.22,103.92
2680,2010-06-29,103.55,107.51,104.21,106.02
2679,2010-06-28,107.14,108.32,107.53,108.03
2678,2010-06-25,106.77,108.42,107.87,107.74
2677,2010-06-24,107.14,108.83,107.42,108.69
2676,2010-06-23,108.48,110.03,109.23,109.64
2675,2010-06-22,109.41,111.9,109.57,111.41
2674,2010-06-21,110.79,113.2,111.41,113.12
2673,2010-06-18,111.37,112.13,111.73,111.83
2672,2010-06-17,111.05,112.33,112.14,112.28
2671,2010-06-16,111.2,112.42,111.96,111.42
2670,2010-06-15,110.09,112.1,112.0,110.28
2669,2010-06-14,109.4,111.12,109.51,110.52
2668,2010-06-11,108.12,109.75,109.68,108.19
2667,2010-06-10,106.04,109.28,109.15,107.86
2666,2010-06-09,105.6,108.28,106.05,107.24
2665,2010-06-08,104.65,106.83,106.62,105.57
2664,2010-06-07,105.41,107.61,105.49,107.2
2663,2010-06-04,106.46,109.33,106.82,108.61
2662,2010-06-03,109.58,111.06,110.71,110.65
2661,2010-06-02,107.51,110.34,110.33,108.08
2660,2010-06-01,107.37,109.95,107.53,108.35
2659,2010-05-28,108.85,110.72,109.37,110.64
2658,2010-05-27,108.78,110.8,110.76,109.19
2657,2010-05-26,106.85,109.47,107.17,108.48
2656,2010-05-25,104.38,107.87,107.82,105.11
2655,2010-05-24,107.61,109.39,107.71,108.52
2654,2010-05-21,105.36,109.38,109.11,105.91
2653,2010-05-20,107.47,109.89,107.54,109.38
2652,2010-05-19,110.36,112.77,111.76,111.77
2651,2010-05-18,112.03,115.22,112.4,114.88
2650,2010-05-17,111.77,114.52,113.95,114.2
2649,2010-05-14,112.87,115.33,113.89,115.12
2648,2010-05-13,115.89,117.68,115.99,117.13
2647,2010-05-12,116.09,117.62,117.45,116.29
2646,2010-05-11,114.91,117.36,115.83,115.07
2645,2010-05-10,114.91,116.65,116.16,115.81
2644,2010-05-07,109.41,113.77,111.26,112.64
2643,2010-05-06,105.0,117.0,112.94,116.26
2642,2010-05-05,115.97,117.8,116.82,116.56
2641,2010-05-04,116.92,119.03,117.52,119.01
2640,2010-05-03,119.2,120.68,120.35,119.38
2639,2010-04-30,118.78,121.01,118.81,120.88
2638,2010-04-29,120.07,121.11,120.86,120.1
2637,2010-04-28,118.27,119.68,119.38,119.05
2636,2010-04-27,118.25,121.34,118.48,120.65
2635,2010-04-26,121.23,122.12,121.35,121.85
2634,2010-04-23,120.63,121.86,121.81,120.94
2633,2010-04-22,119.12,121.17,121.02,119.81
2632,2010-04-21,119.99,121.23,120.66,120.95
2631,2010-04-20,119.87,120.98,120.88,120.56
2630,2010-04-19,118.47,119.93,119.81,119.01
2629,2010-04-16,118.75,121.29,119.36,120.86
2628,2010-04-15,120.95,121.57,121.29,120.99
2627,2010-04-14,120.08,121.19,121.19,120.27
2626,2010-04-13,119.0,120.04,119.83,119.62
2625,2010-04-12,119.56,120.05,119.74,119.7
2624,2010-04-09,118.8,119.6,119.55,119.02
2623,2010-04-08,117.6,118.97,118.77,117.95
2622,2010-04-07,117.81,119.36,118.36,118.8
2621,2010-04-06,118.29,119.25,119.04,118.42
2620,2010-04-05,117.92,118.84,118.76,118.25
2619,2010-04-01,117.1,118.25,117.8,117.8
2618,2010-03-31,116.61,117.52,117.0,116.95
2617,2010-03-30,116.91,117.83,117.4,117.46
2616,2010-03-29,116.69,117.53,117.32,117.17
2615,2010-03-26,116.12,117.42,116.58,116.87
2614,2010-03-25,116.51,118.17,116.65,117.63
2613,2010-03-24,115.58,117.43,116.84,116.97
2612,2010-03-23,116.38,117.51,117.41,116.76
2611,2010-03-22,115.24,116.8,116.59,115.31
2610,2010-03-19,115.52,117.29,115.97,115.97
2609,2010-03-18,116.57,117.27,117.04,117.11
2608,2010-03-17,116.42,117.48,117.1,116.76
2607,2010-03-16,115.49,116.52,116.41,115.81
2606,2010-03-15,114.6,115.57,115.49,115.26
2605,2010-03-12,115.14,115.97,115.46,115.95
2604,2010-03-11,114.35,115.48,115.45,114.7
2603,2010-03-10,114.41,115.28,114.97,114.51
2602,2010-03-09,113.87,114.99,114.46,113.93
2601,2010-03-08,114.07,114.52,114.27,114.26
2600,2010-03-05,113.1,114.34,114.25,113.37
2599,2010-03-04,112.03,112.8,112.64,112.45
2598,2010-03-03,112.02,112.97,112.3,112.49
2597,2010-03-02,112.0,112.74,112.2,112.37
2596,2010-03-01,111.17,112.0,111.89,111.2
2595,2010-02-26,110.11,111.12,110.74,110.77
2594,2010-02-25,108.94,110.75,110.67,109.24
2593,2010-02-24,109.86,111.0,110.82,110.14
2592,2010-02-23,109.52,111.2,109.81,110.86
2591,2010-02-22,110.83,111.58,111.16,111.55
2590,2010-02-19,110.36,111.57,111.14,110.62
2589,2010-02-18,110.04,111.14,110.91,110.08
2588,2010-02-17,109.74,110.41,110.26,110.27
2587,2010-02-16,107.82,109.85,109.74,108.86
2586,2010-02-12,106.51,108.1,108.04,106.99
2585,2010-02-11,106.25,108.25,108.13,106.87
2584,2010-02-10,106.11,107.6,107.01,107.05
2583,2010-02-09,106.27,108.15,107.22,107.13
2582,2010-02-08,105.81,107.33,105.89,106.74
2581,2010-02-05,104.58,106.88,106.66,106.56
2580,2010-02-04,106.42,109.03,106.44,108.98
2579,2010-02-03,109.51,110.48,109.83,109.88
2578,2010-02-02,108.88,110.59,110.38,109.26
2577,2010-02-01,107.5,109.07,109.06,108.15
2576,2010-01-29,107.22,109.8,107.39,109.04
2575,2010-01-28,107.91,110.25,108.57,110.19
2574,2010-01-27,108.33,110.08,109.83,109.17
2573,2010-01-26,109.04,110.47,109.31,109.34
2572,2010-01-25,109.41,110.41,109.77,110.21
2571,2010-01-22,109.09,111.74,109.21,111.2
2570,2010-01-21,111.56,114.27,111.7,113.92
2569,2010-01-20,112.98,114.45,113.89,114.28
2568,2010-01-19,113.59,115.13,115.06,113.62
2567,2010-01-15,113.2,114.84,113.64,114.73
2566,2010-01-14,114.42,115.14,114.93,114.49
2565,2010-01-13,113.37,114.94,114.62,113.95
2564,2010-01-12,113.22,114.21,113.66,113.97
2563,2010-01-11,114.24,115.13,114.73,115.08
2562,2010-01-08,113.66,114.62,114.57,113.89
2561,2010-01-07,113.18,114.33,114.19,113.5
2560,2010-01-06,113.43,113.99,113.71,113.52
2559,2010-01-05,112.85,113.68,113.63,113.26
2558,2010-01-04,111.51,113.39,113.33,112.37
2557,2009-12-31,111.39,112.8,111.44,112.77
2556,2009-12-30,112.17,112.65,112.52,112.23
2555,2009-12-29,112.55,113.03,112.56,113.01
2554,2009-12-28,112.32,112.99,112.72,112.9
2553,2009-12-24,112.0,112.6,112.48,112.19
2552,2009-12-23,111.5,112.11,111.95,112.0
2551,2009-12-22,111.43,111.97,111.73,111.57
2550,2009-12-21,110.76,111.7,111.33,110.76
2549,2009-12-18,109.28,110.3,110.21,110.2
2548,2009-12-17,110.08,110.93,110.18,110.72
2547,2009-12-16,111.27,112.13,111.52,111.8
2546,2009-12-15,111.0,111.92,111.35,111.46
2545,2009-12-14,111.13,112.0,111.87,111.87
2544,2009-12-11,110.61,111.36,111.11,111.11
2543,2009-12-10,110.45,111.12,110.64,110.7
2542,2009-12-09,109.02,110.18,110.02,109.58
2541,2009-12-08,109.27,110.77,109.61,110.04
2540,2009-12-07,110.49,111.53,110.84,110.91
2539,2009-12-04,110.04,112.38,111.01,111.84
2538,2009-12-03,110.29,112.18,110.38,111.55
2537,2009-12-02,110.92,112.01,111.25,111.28
2536,2009-12-01,110.73,111.66,111.3,110.92
2535,2009-11-30,108.12,110.2,109.94,109.48
2534,2009-11-27,108.29,110.32,109.57,108.4
2533,2009-11-25,110.82,111.5,111.38,111.17
2532,2009-11-24,110.01,111.2,110.99,111.0
2531,2009-11-23,110.6,111.74,110.82,110.72
2530,2009-11-20,109.01,109.76,109.43,109.25
2529,2009-11-19,109.13,111.31,109.82,110.51
2528,2009-11-18,110.57,111.43,111.27,111.26
2527,2009-11-17,110.5,111.39,111.34,110.92
2526,2009-11-16,110.32,111.69,111.21,110.38
2525,2009-11-13,108.75,110.09,109.62,109.31
2524,2009-11-12,108.75,110.57,109.03,110.0
2523,2009-11-11,109.62,110.82,110.15,110.31
2522,2009-11-10,108.97,109.93,109.59,109.31
2521,2009-11-09,107.87,109.63,109.57,107.95
2520,2009-11-06,106.05,107.4,107.13,106.26
2519,2009-11-05,105.44,106.88,106.85,105.66
2518,2009-11-04,104.65,106.33,104.92,105.51
2517,2009-11-03,103.54,104.8,104.65,103.74
2516,2009-11-02,103.08,105.41,104.32,104.13
2515,2009-10-30,103.44,106.62,103.56,106.3
2514,2009-10-29,104.94,106.86,106.65,105.19
2513,2009-10-28,104.35,106.48,104.41,106.15
2512,2009-10-27,106.16,107.39,106.42,107.03
2511,2009-10-26,106.61,109.31,106.91,108.2
2510,2009-10-23,107.63,109.76,108.08,109.69
2509,2009-10-22,107.5,109.68,109.33,108.19
2508,2009-10-21,108.15,110.31,108.23,109.04
2507,2009-10-20,108.68,109.99,109.21,109.95
2506,2009-10-19,108.73,110.13,109.79,109.07
2505,2009-10-16,108.23,109.27,108.89,108.8
2504,2009-10-15,108.73,109.71,109.71,108.78
2503,2009-10-14,107.42,109.42,109.31,108.72
2502,2009-10-13,106.76,107.71,107.46,107.39
2501,2009-10-12,107.28,108.09,107.68,107.76
2500,2009-10-09,106.36,107.26,107.26,106.64
2499,2009-10-08,105.85,107.17,106.61,106.55
2498,2009-10-07,105.07,105.91,105.8,105.27
2497,2009-10-06,104.71,106.11,105.51,104.77
2496,2009-10-05,102.6,104.32,104.02,102.9
2495,2009-10-02,101.99,103.1,102.49,102.02
2494,2009-10-01,102.95,105.73,102.97,103.0
2493,2009-09-30,104.62,106.46,105.59,106.36
2492,2009-09-29,105.78,107.02,106.0,106.51
2491,2009-09-28,104.83,106.55,106.32,104.85
2490,2009-09-25,104.09,105.36,104.45,104.78
2489,2009-09-24,104.55,106.64,105.01,106.41
2488,2009-09-23,105.99,108.03,106.18,107.32
2487,2009-09-22,106.6,107.37,107.07,107.08
2486,2009-09-21,105.66,107.0,106.45,105.89
2485,2009-09-18,106.36,107.16,106.72,107.15
2484,2009-09-17,106.57,108.06,107.16,107.17
2483,2009-09-16,105.73,107.34,107.32,106.1
2482,2009-09-15,104.76,106.11,105.72,105.45
2481,2009-09-14,103.15,105.46,105.28,103.88
2480,2009-09-11,104.28,105.3,104.77,104.99
2479,2009-09-10,103.22,104.86,104.79,103.8
2478,2009-09-09,102.8,104.08,103.73,103.12
2477,2009-09-08,102.39,103.05,102.94,103.0
2476,2009-09-04,100.55,102.09,102.06,100.85
2475,2009-09-03,99.59,100.77,100.65,100.4
2474,2009-09-02,99.57,100.44,99.82,99.78
2473,2009-09-01,99.99,103.24,100.2,101.95
2472,2009-08-31,101.79,102.58,102.46,102.37
2471,2009-08-28,102.67,104.35,103.38,104.23
2470,2009-08-27,101.94,103.72,103.4,103.11
2469,2009-08-26,102.49,103.64,103.17,102.84
2468,2009-08-25,102.94,104.26,103.16,103.37
2467,2009-08-24,102.59,103.95,102.96,103.39
2466,2009-08-21,101.62,103.13,102.97,101.82
2465,2009-08-20,99.87,101.22,100.99,100.09
2464,2009-08-19,98.21,100.3,99.96,98.31
2463,2009-08-18,98.35,99.44,99.09,98.53
2462,2009-08-17,98.11,98.95,98.31,98.85
2461,2009-08-14,99.7,101.6,100.79,101.52
2460,2009-08-13,100.26,101.61,101.57,101.26
2459,2009-08-12,99.51,101.56,100.8,99.56
2458,2009-08-11,99.46,100.61,99.73,100.54
2457,2009-08-10,100.27,101.22,100.99,100.74
2456,2009-08-07,100.39,102.03,101.2,100.94
2455,2009-08-06,99.42,101.02,99.89,100.87
2454,2009-08-05,99.58,100.86,100.41,100.77
2453,2009-08-04,99.78,100.84,100.7,99.99
2452,2009-08-03,99.31,100.53,100.44,99.85
2451,2009-07-31,98.38,99.47,98.81,98.65
2450,2009-07-30,98.6,99.83,98.67,98.83
2449,2009-07-29,96.98,98.09,97.65,97.44
2448,2009-07-28,97.06,98.37,97.89,97.66
2447,2009-07-27,97.34,98.4,98.35,97.88
2446,2009-07-24,96.69,98.14,98.06,97.2
2445,2009-07-23,95.53,98.08,97.66,95.61
2444,2009-07-22,94.89,96.13,95.55,94.96
2443,2009-07-21,94.42,95.9,95.57,95.87
2442,2009-07-20,94.19,95.29,95.13,94.68
2441,2009-07-17,93.54,94.32,94.13,94.06
2440,2009-07-16,92.82,94.51,93.11,93.0
2439,2009-07-15,90.68,93.51,93.26,91.81
2438,2009-07-14,89.73,90.69,90.61,90.38
2437,2009-07-13,87.59,90.17,90.1,88.31
2436,2009-07-10,87.35,88.49,87.96,87.7
2435,2009-07-09,87.91,88.9,88.17,88.61
2434,2009-07-08,87.0,88.8,88.0,88.59
2433,2009-07-07,88.0,89.82,88.06,89.71
2432,2009-07-06,88.66,89.93,89.8,88.94
2431,2009-07-02,89.76,92.36,89.81,91.13
2430,2009-07-01,92.21,93.23,92.33,92.34
2429,2009-06-30,91.27,93.06,91.95,92.72
2428,2009-06-29,91.6,92.82,92.7,92.11
2427,2009-06-26,91.27,92.24,91.84,91.77
2426,2009-06-25,89.57,92.17,92.08,89.67
2425,2009-06-24,89.6,91.08,90.12,90.16
2424,2009-06-23,88.85,89.88,89.35,89.47
2423,2009-06-22,89.25,91.19,89.28,91.14
2422,2009-06-19,91.52,92.7,92.04,92.58
2421,2009-06-18,91.25,92.67,92.22,91.69
2420,2009-06-17,90.83,92.33,91.55,91.6
2419,2009-06-16,91.58,93.29,91.64,93.23
2418,2009-06-15,92.4,94.02,92.9,93.96
2417,2009-06-12,94.0,95.14,95.08,94.4
2416,2009-06-11,94.56,96.11,94.82,94.58
2415,2009-06-10,93.19,95.49,94.4,95.48
2414,2009-06-09,94.02,95.14,94.64,94.69
2413,2009-06-08,93.04,95.1,94.16,93.84
2412,2009-06-05,93.8,95.67,94.55,95.49
2411,2009-06-04,93.3,94.67,94.53,94.0
2410,2009-06-03,92.76,94.13,93.65,94.04
2409,2009-06-02,94.23,95.37,94.85,94.4
2408,2009-06-01,93.43,95.17,94.77,93.67
2407,2009-05-29,90.68,93.7,92.53,91.42
2406,2009-05-28,89.1,91.34,90.92,90.46
2405,2009-05-27,89.53,91.75,89.67,91.44
2404,2009-05-26,88.32,91.56,91.3,88.36
2403,2009-05-22,88.68,90.0,89.02,89.46
2402,2009-05-21,88.26,89.8,89.21,89.46
2401,2009-05-20,90.41,92.8,90.51,91.95
2400,2009-05-19,90.81,91.97,91.12,91.18
2399,2009-05-18,88.57,91.34,91.23,89.55
2398,2009-05-15,88.15,90.0,88.71,89.37
2397,2009-05-14,88.5,90.12,89.44,88.72
2396,2009-05-13,88.5,90.01,88.68,89.74
2395,2009-05-12,89.85,91.83,90.97,91.63
2394,2009-05-11,91.04,92.11,91.24,91.7
2393,2009-05-08,91.44,93.22,92.98,92.03
2392,2009-05-07,90.28,93.15,90.86,93.01
2391,2009-05-06,90.61,92.2,92.14,91.68
2390,2009-05-05,89.84,90.93,90.57,90.57
2389,2009-05-04,88.38,90.94,90.88,88.55
2388,2009-05-01,86.72,88.21,87.89,87.44
2387,2009-04-30,86.92,89.02,87.42,88.55
2386,2009-04-29,86.3,88.36,87.39,86.52
2385,2009-04-28,84.76,86.59,85.57,84.97
2384,2009-04-27,85.54,87.01,85.84,85.68
2383,2009-04-24,85.69,87.31,86.66,86.03
2382,2009-04-23,83.63,85.42,85.37,84.71
2381,2009-04-22,84.07,86.34,84.54,84.29
2380,2009-04-21,82.75,85.13,85.06,82.82
2379,2009-04-20,83.34,87.05,83.43,85.54
2378,2009-04-17,86.14,87.65,87.08,86.83
2377,2009-04-16,84.77,87.15,86.5,85.93
2376,2009-04-15,83.61,85.42,85.25,83.84
2375,2009-04-14,84.08,85.76,84.35,85.03
2374,2009-04-13,84.58,86.54,85.83,84.92
2373,2009-04-09,84.33,85.82,85.81,84.67
2372,2009-04-08,81.54,82.94,82.53,82.06
2371,2009-04-07,81.51,82.65,81.65,82.25
2370,2009-04-06,82.29,84.28,83.6,83.34
2369,2009-04-03,82.67,84.28,84.26,83.49
2368,2009-04-02,81.13,84.61,83.43,83.08
2367,2009-04-01,78.33,81.42,81.06,78.53
2366,2009-03-31,79.05,81.08,79.52,79.56
2365,2009-03-30,77.96,79.87,78.79,79.8
2364,2009-03-27,81.31,82.53,81.61,82.05
2363,2009-03-26,81.32,83.3,83.11,82.25
2362,2009-03-25,79.06,82.7,81.45,81.23
2361,2009-03-24,80.51,82.36,80.6,81.24
2360,2009-03-23,78.31,82.29,82.22,78.74
2359,2009-03-20,76.53,78.91,76.71,78.76
2358,2009-03-19,78.69,81.0,78.94,80.93
2357,2009-03-18,77.07,80.9,79.93,77.81
2356,2009-03-17,75.45,78.36,78.18,76.07
2355,2009-03-16,75.81,77.97,75.86,76.96
2354,2009-03-13,74.73,76.98,76.09,76.01
2353,2009-03-12,71.97,75.75,75.5,72.62
2352,2009-03-11,71.83,73.75,72.64,73.0
2351,2009-03-10,69.37,72.37,72.17,69.51
2350,2009-03-09,67.73,70.0,68.11,67.95
2349,2009-03-06,67.1,70.45,68.92,69.4
2348,2009-03-05,68.17,71.73,68.8,70.1
2347,2009-03-04,70.07,72.87,71.73,71.23
2346,2009-03-03,69.64,71.7,70.07,71.61
2345,2009-03-02,70.37,73.92,70.6,72.52
2344,2009-02-27,73.81,75.69,73.93,74.01
