Date,Open,High,Low,Close,Adj Close,Volume
2016-07-11,58.410000,58.619999,58.040001,58.470001,54.569279,267600
2016-07-12,59.240002,59.959999,58.900002,59.759998,55.773212,249500
2016-07-13,60.000000,60.070000,59.029999,59.410000,55.446568,203100
2016-07-14,60.049999,60.599998,59.750000,59.810001,55.819878,239300
2016-07-15,60.080002,60.490002,59.759998,60.080002,56.071873,775800
2016-07-18,60.180000,60.340000,59.610001,59.779999,55.791885,468500
2016-07-19,59.360001,60.279999,59.290001,59.830002,55.838543,655900
2016-07-20,59.759998,60.180000,59.150002,59.869999,55.875881,434900
2016-07-21,60.009998,60.560001,59.119999,59.279999,55.325241,375700
2016-07-22,59.400002,59.639999,58.689999,59.560001,55.586567,237100
2016-07-25,59.340000,59.419998,58.880001,59.320000,55.362579,201500
2016-07-26,59.349998,60.650002,59.349998,60.630001,56.585175,168500
2016-07-27,60.570000,61.060001,60.090000,60.759998,56.706512,157400
2016-07-28,60.490002,60.799999,59.889999,60.540001,56.501183,182400
2016-07-29,60.310001,61.180000,59.990002,61.009998,56.939831,303200
2016-08-01,60.950001,61.310001,60.259998,60.529999,56.491852,299900
2016-08-02,58.330002,59.919998,58.270000,58.889999,54.961258,351100
2016-08-03,58.750000,59.310001,58.270000,59.090000,55.147907,367900
2016-08-04,57.900002,59.669998,57.900002,59.189999,55.241245,345700
2016-08-05,59.529999,61.009998,59.360001,60.869999,56.809170,376100
2016-08-08,60.970001,61.849998,60.959999,61.220001,57.135822,444600
2016-08-09,59.220001,61.669998,57.910000,61.139999,57.061146,985500
2016-08-10,61.130001,61.669998,60.430000,61.369999,57.275806,547200
2016-08-11,61.590000,63.230000,61.590000,63.000000,58.797066,362400
2016-08-12,62.930000,63.200001,62.709999,62.799999,58.610405,779000
2016-08-15,62.990002,64.230003,62.990002,64.180000,59.898354,561200
2016-08-16,64.129997,64.129997,63.520000,63.549999,59.310371,242700
2016-08-17,63.599998,64.080002,63.389999,63.770000,59.515701,231300
2016-08-18,63.889999,64.250000,63.549999,64.099998,59.823681,443600
2016-08-19,63.310001,63.919998,63.310001,63.720001,59.469040,206700
2016-08-22,63.360001,63.509998,62.959999,63.200001,58.983727,192000
2016-08-23,63.580002,64.040001,63.520000,63.529999,59.291710,239600
2016-08-24,63.369999,63.730000,62.700001,62.950001,58.750389,350800
2016-08-25,62.900002,63.320000,62.040001,62.279999,58.125092,586400
2016-08-26,62.389999,62.689999,61.639999,61.810001,57.686447,497500
2016-08-29,61.740002,62.689999,61.470001,62.259998,58.106438,311500
2016-08-30,62.419998,62.650002,61.990002,62.119999,57.975773,219400
2016-08-31,60.380001,62.150002,60.380001,61.330002,57.238476,251000
2016-09-01,61.400002,61.750000,60.650002,61.220001,57.135822,193700
2016-09-02,61.750000,61.939999,61.570000,61.900002,57.770447,205700
